RptNo,RptName,StatCourseNo,StatCourseName,DataDate,PlaceNo,PlaceName,PeriodNo,PeriodName,Complex1,ComplexName,Complex2,Complex2Name,Complex3,Complex3Name,Complex4,Complex4Name,Complex5,Complex5Name,DeriveNo,DeriveExplain,FValue,SValue,RptDeptNo,RptDeptName,CreateTime,ModifyTime
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,18,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,10,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,21,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,7,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,13,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,3,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,133,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,126,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,103,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,113,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,106,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,107,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,241,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,294,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,256,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,302,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,247,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,268,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,65,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,49,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,62,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,48,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,50,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:51
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,47,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,2,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000110,臺中市大甲區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000210,臺中市外埔區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2306300001,高級中等學校_一年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2306300001,高級中等學校_一年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2306300002,高級中等學校_二年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2306300002,高級中等學校_二年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2306300003,高級中等學校_三年級,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2306300003,高級中等學校_三年級,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2306300004,高級中等學校_延修生,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a142,高級中等學校概況-普通科-學生數(單位:人),2016/8/1 上午 12:00:00,010000066000220,臺中市大安區,S,學年,2306300004,高級中等學校_延修生,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2017/2/22 上午 08:34:21,2018/2/7 下午 06:11:52
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,379,,387040000E,教育局,2018/2/12 下午 02:21:33,2018/2/21 下午 04:46:48
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,289,,387040000E,教育局,2018/2/12 下午 02:21:33,2018/2/21 下午 04:46:48
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,3445,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:48
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,3320,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:48
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000,臺中市,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,2171,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:48
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000,臺中市,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,2221,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:48
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,9900100001,男,0,,0,,0,,0,,0,,0,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:48
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,9900100002,女,0,,0,,0,,0,,0,,0,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:48
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,9900100001,男,0,,0,,0,,0,,0,,15,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:48
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,9900100002,女,0,,0,,0,,0,,0,,0,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:48
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000030,臺中市南區,S,學年,9900100001,男,0,,0,,0,,0,,0,,36,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000030,臺中市南區,S,學年,9900100002,女,0,,0,,0,,0,,0,,79,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000040,臺中市西區,S,學年,9900100001,男,0,,0,,0,,0,,0,,166,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:49
10411-01-16-2,臺中市高級中等學校概況-普通科,1041101a143,高級中等學校概況-普通科-畢業生數(單位:人),2016/8/1 上午 12:00:00,010000066000040,臺中市西區,S,學年,9900100002,女,0,,0,,0,,0,,0,,900,,387040000E,教育局,2018/2/12 下午 02:21:34,2018/2/21 下午 04:46:49
